date,time,origin,destination,ridership
1/1/2026,0:00,Segamat,Gua Musang,2
1/1/2026,0:00,Segamat,Jerantut,2
1/1/2026,0:00,Segamat,Kuala Krau,2
1/1/2026,0:00,Segamat,Kuala Lipis,3
1/1/2026,0:00,Segamat,Mentakab,1
1/1/2026,0:00,Segamat,Merapoh,4
1/1/2026,0:00,Segamat,Pasir Mas,5
1/1/2026,0:00,Segamat,Triang,1
1/1/2026,0:00,Segamat,Wakaf Bharu,9
1/1/2026,1:00,Gemas,Bahau,1
1/1/2026,1:00,Gemas,Dabong,18
1/1/2026,1:00,Gemas,Jerantut,1
1/1/2026,1:00,Gemas,Kuala Krau,2
1/1/2026,1:00,Gemas,Kuala Lipis,1
1/1/2026,1:00,Gemas,Merapoh,1
1/1/2026,1:00,Gemas,Pasir Mas,17
1/1/2026,1:00,Gemas,Tanah Merah,11
1/1/2026,1:00,Gemas,Tumpat,7
1/1/2026,1:00,Gemas,Wakaf Bharu,47
1/1/2026,1:00,Gua Musang,Gemas,1
1/1/2026,1:00,Gua Musang,JB Sentral,6
1/1/2026,1:00,Gua Musang,Jerantut,1
1/1/2026,1:00,Gua Musang,Kempas Baru,16
1/1/2026,1:00,Gua Musang,Kluang,6
1/1/2026,1:00,Gua Musang,Kuala Krau,1
1/1/2026,1:00,Gua Musang,Kulai,1
1/1/2026,1:00,Gua Musang,Mentakab,2
1/1/2026,1:00,Gua Musang,Segamat,12
1/1/2026,2:00,Bahau,Gua Musang,6
1/1/2026,2:00,Bahau,Pasir Mas,3
1/1/2026,2:00,Bahau,Tumpat,2
1/1/2026,2:00,Bahau,Wakaf Bharu,1
1/1/2026,3:00,Kemayan,Tumpat,2
1/1/2026,3:00,Kemayan,Wakaf Bharu,1
1/1/2026,3:00,Kuala Lipis,Bahau,1
1/1/2026,3:00,Kuala Lipis,Gemas,1
1/1/2026,3:00,Kuala Lipis,JB Sentral,6
1/1/2026,3:00,Kuala Lipis,Kempas Baru,1
1/1/2026,3:00,Kuala Lipis,Kluang,3
1/1/2026,3:00,Kuala Lipis,Kulai,1
1/1/2026,3:00,Kuala Lipis,Mentakab,2
1/1/2026,3:00,Kuala Lipis,Segamat,2
1/1/2026,3:00,Mentakab,Gua Musang,1
1/1/2026,3:00,Mentakab,Kuala Lipis,2
1/1/2026,3:00,Mentakab,Pasir Mas,6
1/1/2026,3:00,Mentakab,Tanah Merah,10
1/1/2026,3:00,Mentakab,Tumpat,4
1/1/2026,3:00,Mentakab,Wakaf Bharu,1
1/1/2026,3:00,Triang,Pasir Mas,2
1/1/2026,3:00,Triang,Tanah Merah,3
1/1/2026,3:00,Triang,Tumpat,1
1/1/2026,3:00,Triang,Wakaf Bharu,3
1/1/2026,4:00,Jerantut,JB Sentral,6
1/1/2026,4:00,Jerantut,Kempas Baru,2
1/1/2026,4:00,Jerantut,Kluang,5
1/1/2026,4:00,Jerantut,Kulai,1
1/1/2026,4:00,Jerantut,Segamat,2
1/1/2026,4:00,Kuala Krau,JB Sentral,4
1/1/2026,4:00,Kuala Krau,Kempas Baru,2
1/1/2026,4:00,Kuala Krau,Krai,5
1/1/2026,4:00,Kuala Krau,Tanah Merah,1
1/1/2026,4:00,Kuala Krau,Wakaf Bharu,3
1/1/2026,4:00,Mentakab,Gemas,3
1/1/2026,4:00,Mentakab,JB Sentral,12
1/1/2026,4:00,Mentakab,Kluang,12
1/1/2026,4:00,Mentakab,Kulai,3
1/1/2026,4:00,Mentakab,Segamat,3
1/1/2026,5:00,Jerantut,Gua Musang,1
1/1/2026,5:00,Jerantut,Krai,3
1/1/2026,5:00,Jerantut,Merapoh,1
1/1/2026,5:00,Jerantut,Pasir Mas,9
1/1/2026,5:00,Jerantut,Tanah Merah,5
1/1/2026,5:00,Jerantut,Tumpat,1
1/1/2026,5:00,Jerantut,Wakaf Bharu,16
1/1/2026,5:00,Kemayan,JB Sentral,1
1/1/2026,5:00,Krambit,Pasir Mas,1
1/1/2026,5:00,Triang,JB Sentral,11
1/1/2026,5:00,Triang,Kempas Baru,4
1/1/2026,5:00,Triang,Kulai,1
1/1/2026,6:00,Bahau,JB Sentral,14
1/1/2026,6:00,Bahau,Kluang,9
1/1/2026,6:00,Bahau,Kulai,7
1/1/2026,6:00,Kuala Lipis,Dabong,1
1/1/2026,6:00,Kuala Lipis,Krai,2
1/1/2026,6:00,Kuala Lipis,Pasir Mas,14
1/1/2026,6:00,Kuala Lipis,Wakaf Bharu,6
1/1/2026,7:00,Gemas,JB Sentral,5
1/1/2026,7:00,Gemas,Kempas Baru,3
1/1/2026,7:00,Gemas,Kluang,2
1/1/2026,7:00,Gemas,Kulai,5
1/1/2026,7:00,Gua Musang,Tanah Merah,1
1/1/2026,7:00,Gua Musang,Tumpat,1
1/1/2026,7:00,Merapoh,Wakaf Bharu,4
1/1/2026,8:00,Segamat,JB Sentral,13
1/1/2026,8:00,Segamat,Kempas Baru,4
1/1/2026,8:00,Segamat,Kluang,6
1/1/2026,8:00,Segamat,Kulai,5
1/1/2026,9:00,Dabong,Krai,3
1/1/2026,9:00,Dabong,Pasir Mas,1
1/1/2026,9:00,Dabong,Tanah Merah,2
1/1/2026,10:00,Kluang,JB Sentral,62
1/1/2026,10:00,Kluang,Kempas Baru,101
1/1/2026,10:00,Kluang,Kulai,5
1/1/2026,11:00,Krai,Pasir Mas,3
1/1/2026,11:00,Krai,Wakaf Bharu,10
1/1/2026,11:00,Kulai,JB Sentral,19
1/1/2026,1:00,Kuala Lipis,Gua Musang,3
1/1/2026,3:00,Tumpat,Bukit Panau,2
1/1/2026,3:00,Tumpat,Dabong,8
1/1/2026,3:00,Tumpat,Padang Tungku,6
1/1/2026,4:00,Gua Musang,Bertam Baru,1
1/1/2026,4:00,Gua Musang,Pasir Mas,10
1/1/2026,4:00,Gua Musang,Tumpat,14
1/1/2026,4:00,Gua Musang,Wakaf Bharu,2
1/1/2026,4:00,Kampung Sirian,Wakaf Bharu,1
1/1/2026,4:00,Pan Malayan,Pasir Mas,1
1/1/2026,4:00,Pan Malayan,To Uban,1
1/1/2026,4:00,Pasir Mas,Bukit Betong,1
1/1/2026,4:00,Pasir Mas,Dabong,3
1/1/2026,4:00,Pasir Mas,Gua Musang,8
1/1/2026,4:00,Pasir Mas,Krai,1
1/1/2026,4:00,Pasir Mas,Kuala Lipis,5
1/1/2026,4:00,Pasir Mas,Mentara Baru,1
1/1/2026,4:00,Pasir Mas,Merapoh,2
1/1/2026,4:00,Tanah Merah,Dabong,15
1/1/2026,4:00,Tanah Merah,Gua Musang,1
1/1/2026,4:00,Tanah Merah,Kuala Lipis,8
1/1/2026,4:00,Tanah Merah,Limau Kasturi,1
1/1/2026,4:00,Tanah Merah,Pahi,1
1/1/2026,4:00,Wakaf Bharu,Bertam Baru,1
1/1/2026,4:00,Wakaf Bharu,Dabong,22
1/1/2026,4:00,Wakaf Bharu,Gua Musang,3
1/1/2026,4:00,Wakaf Bharu,Jerek Baru,1
1/1/2026,4:00,Wakaf Bharu,Kuala Lipis,3
1/1/2026,5:00,Bertam Baru,Krai,1
1/1/2026,5:00,Jerek Baru,Manek Urai,1
1/1/2026,5:00,Jerek Baru,Pasir Mas,1
1/1/2026,5:00,Jerek Baru,Sungai Keladi,1
1/1/2026,5:00,Jerek Baru,Tanah Merah,1
1/1/2026,5:00,Jerek Baru,Wakaf Bharu,1
1/1/2026,5:00,Krai,Dabong,1
1/1/2026,5:00,Krai,Gua Musang,1
1/1/2026,5:00,Manek Urai,Limau Kasturi,1
1/1/2026,5:00,Sri Bintang,Wakaf Bharu,1
1/1/2026,6:00,Dabong,Krai,10
1/1/2026,6:00,Dabong,Tanah Merah,5
1/1/2026,6:00,Gemas,Kuala Lipis,8
1/1/2026,6:00,Kuala Gris,Dabong,1
1/1/2026,6:00,Kuala Gris,Pasir Mas,2
1/1/2026,6:00,Tumpat,Dabong,7
1/1/2026,6:00,Tumpat,Gua Musang,1
1/1/2026,6:00,Tumpat,Krai,2
1/1/2026,6:00,Tumpat,Tanah Merah,1
1/1/2026,6:00,Wakaf Bharu,Bertam Baru,2
1/1/2026,6:00,Wakaf Bharu,Bukit Abu,2
1/1/2026,6:00,Wakaf Bharu,Dabong,56
1/1/2026,6:00,Wakaf Bharu,Gua Musang,7
1/1/2026,6:00,Wakaf Bharu,Kemubu,2
1/1/2026,6:00,Wakaf Bharu,Krai,9
1/1/2026,6:00,Wakaf Bharu,Manek Urai,2
1/1/2026,6:00,Wakaf Bharu,Tanah Merah,5
1/1/2026,7:00,Bahau,Jenderak,2
1/1/2026,7:00,Bahau,Jerantut,4
1/1/2026,7:00,Bahau,Kuala Lipis,6
1/1/2026,7:00,Kemubu,Gua Musang,1
1/1/2026,7:00,Kuala Lipis,Bahau,1
1/1/2026,7:00,Kuala Lipis,Gemas,3
1/1/2026,7:00,Kuala Lipis,Jerantut,6
1/1/2026,7:00,Kuala Lipis,Mentakab,2
1/1/2026,7:00,Manek Urai,Krai,1
1/1/2026,7:00,Manek Urai,Pasir Mas,5
1/1/2026,7:00,Manek Urai,Tumpat,1
1/1/2026,7:00,Manek Urai,Wakaf Bharu,6
1/1/2026,7:00,Mela,Bahau,6
1/1/2026,7:00,Pasir Mas,Dabong,42
1/1/2026,7:00,Pasir Mas,Gua Musang,3
1/1/2026,7:00,Pasir Mas,Kemubu,2
1/1/2026,7:00,Pasir Mas,Krai,3
1/1/2026,7:00,Pasir Mas,Tanah Merah,2
1/1/2026,7:00,Sg Mengkuang Baru,Krai,2
1/1/2026,7:00,Sg Mengkuang Baru,Tanah Merah,2
1/1/2026,7:00,Tanah Merah,Dabong,19
1/1/2026,7:00,Tanah Merah,Gua Musang,2
1/1/2026,7:00,Tanah Merah,Kemubu,1
1/1/2026,7:00,Tanah Merah,Krai,1
1/1/2026,7:00,Temangan,Dabong,24
1/1/2026,7:00,Ulu Temiang,Krai,8
1/1/2026,8:00,Bertam,Bertam Baru,1
1/1/2026,8:00,Bertam Baru,Gua Musang,3
1/1/2026,8:00,Bertam Baru,Limau Kasturi,1
1/1/2026,8:00,Jerantut,Bahau,15
1/1/2026,8:00,Jerantut,Gemas,4
1/1/2026,8:00,Jerantut,Mentakab,11
1/1/2026,8:00,Krai,Dabong,15
1/1/2026,8:00,Krai,Gua Musang,4
1/1/2026,8:00,Krai,Kampung Kok Pasir,1
1/1/2026,8:00,Krai,Pasir Mas,1
1/1/2026,8:00,Krai,Tanah Merah,11
1/1/2026,8:00,Krai,Tumpat,11
1/1/2026,8:00,Krai,Wakaf Bharu,6
1/1/2026,8:00,Manek Urai,Dabong,3
1/1/2026,8:00,Manek Urai,Gua Musang,2
1/1/2026,8:00,Mentakab,Gemas,2
1/1/2026,8:00,Mentakab,Kemayan,2
1/1/2026,8:00,Temangan,Tanah Merah,1
1/1/2026,8:00,Temangan,Tumpat,1
1/1/2026,8:00,Triang,Kuala Lipis,13
1/1/2026,9:00,Bukit Abu,Gua Musang,1
1/1/2026,9:00,Gua Musang,Kuala Lipis,14
1/1/2026,9:00,Jenderak,Kuala Lipis,5
1/1/2026,9:00,Kuala Krau,Kuala Lipis,31
1/1/2026,9:00,Mentakab,Jerantut,4
1/1/2026,9:00,Mentakab,Kuala Lipis,63
1/1/2026,9:00,Tanah Merah,Kampung Kok Pasir,3
1/1/2026,9:00,Tanah Merah,Pasir Mas,3
1/1/2026,9:00,Tanah Merah,Tumpat,2
1/1/2026,9:00,Tanah Merah,Wakaf Bharu,3
1/1/2026,9:00,Tumpat,Dabong,4
1/1/2026,9:00,Tumpat,Krai,11
1/1/2026,9:00,Tumpat,Pasir Mas,8
1/1/2026,9:00,Tumpat,Tanah Merah,13
1/1/2026,9:00,Tumpat,Wakaf Bharu,6
1/1/2026,9:00,Wakaf Bharu,Tumpat,8
1/1/2026,10:00,Bukit Panau,Krai,2
1/1/2026,10:00,Bunut Susu,Dabong,1
1/1/2026,10:00,Chegar Perah,Kuala Lipis,4
1/1/2026,10:00,Dabong,Gua Musang,3
1/1/2026,10:00,Gemas,Jerantut,6
1/1/2026,10:00,Gemas,Kemayan,37
1/1/2026,10:00,Gemas,Kuala Krau,1
1/1/2026,10:00,Gemas,Kuala Lipis,16
1/1/2026,10:00,Gemas,Mengkarak,2
1/1/2026,10:00,Gemas,Mentakab,6
1/1/2026,10:00,Gemas,Triang,2
1/1/2026,10:00,Hat Yai,Ipoh,2
1/1/2026,10:00,Hat Yai,KL Sentral,121
1/1/2026,10:00,Hat Yai,Taiping,3
1/1/2026,10:00,Jerantut,Kuala Lipis,48
1/1/2026,10:00,Kemayan,Gemas,2
1/1/2026,10:00,Pasir Mas,Dabong,3
1/1/2026,10:00,Pasir Mas,Krai,4
1/1/2026,10:00,Pasir Mas,Manek Urai,2
1/1/2026,10:00,Pasir Mas,Tanah Merah,9
1/1/2026,10:00,Tanah Merah,Dabong,30
1/1/2026,10:00,Tanah Merah,Krai,18
1/1/2026,10:00,Tanah Merah,Sg Mengkuang Baru,2
1/1/2026,10:00,Tanah Merah,Temangan,1
1/1/2026,10:00,Teluk Gunung,Chegar Perah,1
1/1/2026,10:00,To Uban,Dabong,8
1/1/2026,10:00,Triang,Bahau,5
1/1/2026,10:00,Triang,Gemas,6
1/1/2026,10:00,Wakaf Bharu,Dabong,73
1/1/2026,10:00,Wakaf Bharu,Krai,17
1/1/2026,10:00,Wakaf Bharu,Manek Urai,4
1/1/2026,10:00,Wakaf Bharu,Pasir Mas,5
1/1/2026,10:00,Wakaf Bharu,Tanah Merah,9
1/1/2026,10:00,Wakaf Bharu,Temangan,2
1/1/2026,11:00,Bahau,Gemas,1
1/1/2026,11:00,Bahau,Jerantut,1
1/1/2026,11:00,Bahau,Kemayan,30
1/1/2026,11:00,Bahau,Kuala Lipis,7
1/1/2026,11:00,Bahau,Mentakab,7
1/1/2026,11:00,Bahau,Triang,1
1/1/2026,11:00,Bertam Baru,Gua Musang,2
1/1/2026,11:00,Krai,Dabong,16
1/1/2026,11:00,Krai,Pahi,1
1/1/2026,11:00,Krai,Sg Mengkuang Baru,3
1/1/2026,11:00,Krai,Ulu Temiang,6
1/1/2026,12:00,Kemayan,Jerantut,3
1/1/2026,12:00,Kemayan,Kuala Lipis,3
1/1/2026,12:00,Kemayan,Mentakab,3
1/1/2026,12:00,Kemayan,Triang,6
1/1/2026,12:00,Krambit,Jerantut,1
1/1/2026,12:00,Kuala Lipis,Bahau,10
1/1/2026,12:00,Kuala Lipis,Gemas,4
1/1/2026,12:00,Kuala Lipis,Jerantut,17
1/1/2026,12:00,Kuala Lipis,Kuala Krau,1
1/1/2026,12:00,Kuala Lipis,Mentakab,20
1/1/2026,12:00,Triang,Kuala Krau,1
1/1/2026,12:00,Triang,Kuala Lipis,3
1/1/2026,12:00,Triang,Mela,6
1/1/2026,12:00,Triang,Mentakab,6
1/1/2026,13:00,Jerantut,Bahau,10
1/1/2026,13:00,Jerantut,Mentakab,8
1/1/2026,13:00,Kuala Krau,Gemas,3
1/1/2026,13:00,Kuala Krau,Kuala Lipis,3
1/1/2026,13:00,Mentakab,Kuala Lipis,57
1/1/2026,14:00,Dabong,Krai,15
1/1/2026,14:00,Dabong,Manek Urai,3
1/1/2026,14:00,Dabong,Pasir Mas,14
1/1/2026,14:00,Dabong,Tanah Merah,26
1/1/2026,14:00,Dabong,To Uban,8
1/1/2026,14:00,Dabong,Tumpat,6
1/1/2026,14:00,Dabong,Wakaf Bharu,62
1/1/2026,14:00,Gua Musang,Bertam Baru,1
1/1/2026,14:00,Gua Musang,Dabong,1
1/1/2026,14:00,Gua Musang,Krai,3
1/1/2026,14:00,Gua Musang,Pasir Mas,7
1/1/2026,14:00,Gua Musang,Tanah Merah,5
1/1/2026,14:00,Gua Musang,Tumpat,11
1/1/2026,14:00,Gua Musang,Wakaf Bharu,7
1/1/2026,14:00,Jerantut,Kuala Lipis,23
1/1/2026,14:00,Jerantut,Mela,1
1/1/2026,14:00,Mentakab,Bahau,6
1/1/2026,14:00,Mentakab,Kemayan,5
1/1/2026,14:00,Mentakab,Triang,7
1/1/2026,14:00,Padang Besar,Ipoh,4
1/1/2026,14:00,Padang Besar,KL Sentral,27
1/1/2026,14:00,Padang Besar,Taiping,2
1/1/2026,15:00,Bahau,Jerantut,16
1/1/2026,15:00,Bahau,Kuala Lipis,1
1/1/2026,15:00,Bahau,Mela,6
1/1/2026,15:00,Bahau,Mentakab,5
1/1/2026,15:00,Bahau,Triang,5
1/1/2026,15:00,Bertam Baru,Pasir Mas,6
1/1/2026,15:00,Bertam Baru,Wakaf Bharu,3
1/1/2026,15:00,Gemas,Jerantut,4
1/1/2026,15:00,Gemas,Kemayan,3
1/1/2026,15:00,Gemas,Kuala Krau,6
1/1/2026,15:00,Gemas,Kuala Lipis,3
1/1/2026,15:00,Gemas,Mela,1
1/1/2026,15:00,Gemas,Mengkarak,1
1/1/2026,15:00,Gemas,Mentakab,9
1/1/2026,15:00,Gemas,Triang,4
1/1/2026,15:00,Kampung Baru Bukit Abu,Krai,2
1/1/2026,15:00,Kampung Baru Bukit Abu,Pasir Mas,1
1/1/2026,15:00,Kampung Baru Bukit Abu,Tumpat,2
1/1/2026,15:00,Kampung Baru Bukit Abu,Wakaf Bharu,1
1/1/2026,15:00,Kemayan,Bahau,29
1/1/2026,15:00,Kemayan,Gemas,36
1/1/2026,15:00,Kuala Gris,Krai,2
1/1/2026,15:00,Kuala Gris,Pasir Mas,5
1/1/2026,15:00,Kuala Gris,Sungai Keladi,2
1/1/2026,15:00,Kuala Gris,Tanah Merah,3
1/1/2026,15:00,Kuala Lipis,Bukit Betong,2
1/1/2026,15:00,Kuala Lipis,Gua Musang,15
1/1/2026,15:00,Kuala Lipis,Kampung Berkam,1
1/1/2026,15:00,Kuala Lipis,Krai,3
1/1/2026,15:00,Kuala Lipis,Kuala Gris,2
1/1/2026,15:00,Kuala Lipis,Merapoh,1
1/1/2026,15:00,Kuala Lipis,Padang Tungku,2
1/1/2026,15:00,Kuala Lipis,Pasir Mas,5
1/1/2026,15:00,Kuala Lipis,Sungai Temau,1
1/1/2026,15:00,Kuala Lipis,Tanah Merah,1
1/1/2026,15:00,Kuala Lipis,Teluk Gunung,2
1/1/2026,15:00,Kuala Lipis,Wakaf Bharu,16
1/1/2026,15:00,Padang Tungku,Pasir Mas,3
1/1/2026,15:00,Padang Tungku,Teluk Gunung,3
1/1/2026,15:00,Triang,Gemas,1
1/1/2026,15:00,Triang,Kemayan,12
1/1/2026,15:00,Ulu Temiang,Pasir Mas,3
1/1/2026,16:00,Bahau,Gemas,4
1/1/2026,16:00,Dabong,Krai,13
1/1/2026,16:00,Dabong,Pasir Mas,13
1/1/2026,16:00,Dabong,Tanah Merah,4
1/1/2026,16:00,Dabong,Temangan,28
1/1/2026,16:00,Dabong,Tumpat,7
1/1/2026,16:00,Dabong,Wakaf Bharu,80
1/1/2026,16:00,Kampung Kok Pasir,Bertam,1
1/1/2026,16:00,Kampung Kok Pasir,Krai,3
1/1/2026,16:00,Kampung Kok Pasir,To Uban,3
1/1/2026,16:00,Kemubu,Manek Urai,2
1/1/2026,16:00,Krai,Pasir Mas,4
1/1/2026,16:00,Krai,Sungai Keladi,2
1/1/2026,16:00,Krai,Tanah Merah,14
1/1/2026,16:00,Krai,Tumpat,7
1/1/2026,16:00,Krai,Wakaf Bharu,19
1/1/2026,16:00,Krambit,Jerantut,1
1/1/2026,16:00,Kuala Lipis,Bahau,2
1/1/2026,16:00,Kuala Lipis,Gemas,9
1/1/2026,16:00,Kuala Lipis,Jenderak,5
1/1/2026,16:00,Kuala Lipis,Jerantut,52
1/1/2026,16:00,Kuala Lipis,Kuala Krau,27
1/1/2026,16:00,Kuala Lipis,Mentakab,94
1/1/2026,16:00,Kuala Lipis,Triang,5
1/1/2026,16:00,Manek Urai,Krai,4
1/1/2026,16:00,Manek Urai,Tanah Merah,7
1/1/2026,16:00,Manek Urai,Wakaf Bharu,2
1/1/2026,16:00,Merapoh,Gua Musang,2
1/1/2026,16:00,Merapoh,Pasir Mas,1
1/1/2026,16:00,Pahi,Pasir Mas,1
1/1/2026,16:00,Pasir Mas,Dabong,3
1/1/2026,16:00,Pasir Mas,Gua Musang,49
1/1/2026,16:00,Pasir Mas,Jerek Baru,3
1/1/2026,16:00,Pasir Mas,Krai,8
1/1/2026,16:00,Pasir Mas,Limau Kasturi,2
1/1/2026,16:00,Pasir Mas,Manek Urai,2
1/1/2026,16:00,Pasir Mas,Sg Mengkuang Baru,1
1/1/2026,16:00,Pasir Mas,Tanah Merah,7
1/1/2026,16:00,Pasir Mas,Ulu Temiang,4
1/1/2026,16:00,Sg Mengkuang Baru,Wakaf Bharu,3
1/1/2026,16:00,Tumpat,Gua Musang,14
1/1/2026,16:00,Tumpat,Kampung Kok Pasir,2
1/1/2026,16:00,Tumpat,Krai,3
1/1/2026,16:00,Tumpat,Kuala Gris,1
1/1/2026,16:00,Tumpat,Sungai Nal,2
1/1/2026,16:00,Tumpat,Tanah Merah,13
1/1/2026,16:00,Tumpat,Temangan,1
1/1/2026,16:00,Tumpat,Ulu Temiang,1
1/1/2026,16:00,Wakaf Bharu,Bertam Baru,1
1/1/2026,16:00,Wakaf Bharu,Bukit Panau,2
1/1/2026,16:00,Wakaf Bharu,Dabong,5
1/1/2026,16:00,Wakaf Bharu,Gua Musang,5
1/1/2026,16:00,Wakaf Bharu,Jerek Baru,1
1/1/2026,16:00,Wakaf Bharu,Kampung Baru Bukit Abu,1
1/1/2026,16:00,Wakaf Bharu,Krai,21
1/1/2026,16:00,Wakaf Bharu,Kuala Gris,1
1/1/2026,16:00,Wakaf Bharu,Limau Kasturi,2
1/1/2026,16:00,Wakaf Bharu,Pasir Mas,5
1/1/2026,16:00,Wakaf Bharu,Sri Bintang,1
1/1/2026,16:00,Wakaf Bharu,Tanah Merah,25
1/1/2026,16:00,Wakaf Bharu,Temangan,9
1/1/2026,17:00,Bukit Panau,Pasir Mas,3
1/1/2026,17:00,Gua Musang,Dabong,3
1/1/2026,17:00,Gua Musang,Kuala Gris,7
1/1/2026,17:00,Gua Musang,Limau Kasturi,1
1/1/2026,17:00,Gua Musang,Pasir Mas,2
1/1/2026,17:00,Gua Musang,Sg Mengkuang Baru,1
1/1/2026,17:00,Gua Musang,Tanah Merah,4
1/1/2026,17:00,Gua Musang,Tumpat,10
1/1/2026,17:00,Gua Musang,Wakaf Bharu,4
1/1/2026,17:00,Jerantut,Bahau,3
1/1/2026,17:00,Jerantut,Mentakab,10
1/1/2026,17:00,Jerantut,Triang,4
1/1/2026,17:00,Kemayan,Mentakab,4
1/1/2026,17:00,Krai,Dabong,14
1/1/2026,17:00,Krai,Gua Musang,1
1/1/2026,17:00,Krai,Jerek Baru,1
1/1/2026,17:00,Krai,Kampung Baru Bukit Abu,4
1/1/2026,17:00,Krai,Kemubu,6
1/1/2026,17:00,Krai,Kuala Gris,2
1/1/2026,17:00,Krai,Manek Urai,5
1/1/2026,17:00,Krai,Sg Mengkuang Baru,5
1/1/2026,17:00,Krai,Ulu Temiang,4
1/1/2026,17:00,Kuala Krau,Triang,1
1/1/2026,17:00,Manek Urai,Wakaf Bharu,9
1/1/2026,17:00,Mengkarak,Mentakab,3
1/1/2026,17:00,Sungai Nal,Dabong,1
1/1/2026,17:00,Taiping,KL Sentral,13
1/1/2026,17:00,Tanah Merah,Gua Musang,14
1/1/2026,17:00,Tanah Merah,Jerek Baru,3
1/1/2026,17:00,Tanah Merah,Krai,7
1/1/2026,17:00,Tanah Merah,Limau Kasturi,1
1/1/2026,17:00,Tanah Merah,Manek Urai,3
1/1/2026,17:00,Tanah Merah,Pan Malayan,1
1/1/2026,17:00,Tanah Merah,Pasir Mas,7
1/1/2026,17:00,Tanah Merah,Sg Mengkuang Baru,9
1/1/2026,17:00,Tanah Merah,Sri Bintang,2
1/1/2026,17:00,Tanah Merah,Sri Mahligai,4
1/1/2026,17:00,Tanah Merah,Temangan,2
1/1/2026,17:00,Tanah Merah,Tumpat,5
1/1/2026,17:00,Tanah Merah,Wakaf Bharu,11
1/1/2026,17:00,Temangan,Gua Musang,1
1/1/2026,17:00,Temangan,Wakaf Bharu,1
1/1/2026,17:00,To Uban,Gua Musang,1
1/1/2026,17:00,Triang,Kuala Lipis,1
1/1/2026,17:00,Triang,Mentakab,7
1/1/2026,18:00,Bertam,Pasir Mas,1
1/1/2026,18:00,Bertam Baru,Pasir Mas,1
1/1/2026,18:00,Jerek Baru,Krai,1
1/1/2026,18:00,Jerek Baru,Wakaf Bharu,1
1/1/2026,18:00,Krai,Pasir Mas,1
1/1/2026,18:00,Krai,Tumpat,1
1/1/2026,18:00,Krai,Wakaf Bharu,8
1/1/2026,18:00,Limau Kasturi,Manek Urai,2
1/1/2026,18:00,Limau Kasturi,Tanah Merah,5
1/1/2026,18:00,Manek Urai,Jerek Baru,1
1/1/2026,18:00,Mengkarak,Triang,7
1/1/2026,18:00,Mentakab,Jerantut,12
1/1/2026,18:00,Mentakab,Kuala Lipis,10
1/1/2026,18:00,Mentakab,Mengkarak,3
1/1/2026,18:00,Mentakab,Triang,4
1/1/2026,18:00,Pahi,Kuala Gris,1
1/1/2026,18:00,Tanah Merah,Pasir Mas,2
1/1/2026,18:00,Tanah Merah,Tumpat,4
1/1/2026,18:00,Tanah Merah,Wakaf Bharu,4
1/1/2026,19:00,Dabong,Krai,10
1/1/2026,19:00,Dabong,Pasir Mas,22
1/1/2026,19:00,Dabong,Tanah Merah,5
1/1/2026,19:00,Dabong,Temangan,2
1/1/2026,19:00,Dabong,Tumpat,8
1/1/2026,19:00,Dabong,Wakaf Bharu,51
1/1/2026,19:00,Ipoh,KL Sentral,25
1/1/2026,19:00,Ipoh,Tanjong Malim,1
1/1/2026,19:00,Jerantut,Krambit,1
1/1/2026,19:00,Jerantut,Kuala Lipis,9
1/1/2026,19:00,Kemayan,Bahau,1
1/1/2026,19:00,Kemayan,Gemas,3
1/1/2026,19:00,Pasir Mas,Bahau,3
1/1/2026,19:00,Pasir Mas,Dabong,1
1/1/2026,19:00,Pasir Mas,Gemas,14
1/1/2026,19:00,Pasir Mas,Gua Musang,4
1/1/2026,19:00,Pasir Mas,JB Sentral,2
1/1/2026,19:00,Pasir Mas,Jerantut,10
1/1/2026,19:00,Pasir Mas,Kempas Baru,32
1/1/2026,19:00,Pasir Mas,Kluang,12
1/1/2026,19:00,Pasir Mas,Krai,1
1/1/2026,19:00,Pasir Mas,Kuala Lipis,3
1/1/2026,19:00,Pasir Mas,Kulai,10
1/1/2026,19:00,Pasir Mas,Mentakab,16
1/1/2026,19:00,Pasir Mas,Segamat,1
1/1/2026,19:00,Pasir Mas,Triang,2
1/1/2026,19:00,Triang,Bahau,4
1/1/2026,19:00,Triang,Gemas,2
1/1/2026,19:00,Tumpat,Bahau,1
1/1/2026,19:00,Tumpat,Gemas,12
1/1/2026,19:00,Tumpat,Gua Musang,2
1/1/2026,19:00,Tumpat,JB Sentral,2
1/1/2026,19:00,Tumpat,Jerantut,8
1/1/2026,19:00,Tumpat,Kempas Baru,2
1/1/2026,19:00,Tumpat,Kluang,4
1/1/2026,19:00,Tumpat,Krai,1
1/1/2026,19:00,Tumpat,Krambit,1
1/1/2026,19:00,Tumpat,Kuala Lipis,1
1/1/2026,19:00,Tumpat,Kulai,5
1/1/2026,19:00,Tumpat,Pasir Mas,1
1/1/2026,19:00,Tumpat,Tanah Merah,1
1/1/2026,19:00,Tumpat,Triang,5
1/1/2026,19:00,Wakaf Bharu,Bahau,2
1/1/2026,19:00,Wakaf Bharu,Dabong,5
1/1/2026,19:00,Wakaf Bharu,Gemas,12
1/1/2026,19:00,Wakaf Bharu,Gua Musang,3
1/1/2026,19:00,Wakaf Bharu,JB Sentral,7
